Column1,DIRECTORIO,DIRECTORIO_HOG,DIRECTORIO_PER,NVCAP99,DPTOMPIO,FEX_C,LOCALIDAD_TEX,COD_UPZ,CODLOCALIDAD,NVCBP1,NVCBP2,NVCBP3,NVCBP4,NVCBP5,NVCBP6,NVCBP7,NVCBP8A,NVCBP8B,NVCBP8C,NVCBP8E,NVCBP8F,NVCBP10,NVCBP11AA,NVCBP11DA,NVCBP13,NVCBP14A,NVCBP14C,NVCBP14D,NVCBP14E,NVCBP14F,NVCBP14G,NVCBP14I,NVCBP14K,NVCBP15A,NVCBP15C,NVCBP15D,NVCBP15E,NVCBP15F,NVCBP15G,NVCBP15H,NHCCP1,NHCCP2,NHCCP3,NHCCP5,NHCCP6,NHCCP7,NHCCP9,NHCCP10,NHCCP11,NHCCP12,NHCCP14,NHCCP14A,NHCCP15A,NHCCPCTRL2,NHCCP19,NHCCP20,NHCCP20A,NHCCP24,NHCCP26,NHCCP26A,NHCCP28A,NHCCP29A,NHCCP32,NHCCP35A,NHCCP38,NHCCP393,NHCCP39C,NHCCP39D,NHCCP39E,NHCCP39F,NHCCP39G,NHCCP399,NHCCP40A,NHCCP40D,NHCCP40E,NHCCP40F,NHCCP40G,NHCCP40H,NHCCP40I,NHCCP40J,NHCCP40K,NHCCP40L,NHCCP41,NHCCP41A,NHCCP41B,NHCCP42,NHCCP42A,NHCCP42CB,NHCCP44,NHCCP44B,NHCCP45,NHCCP45A,NHCCP45B,NHCCP46A,NHCCP46B,NHCCP46C,NHCCP46D,NHCCP46E,NHCCP46F,NHCCP46G,NHCCP46H,NHCCP46I,NHCCP46J,NHCCP46K,NHCCP46L,NHCCP46M,NHCDP1,NHCDP2,NHCDP2A,NHCDP2B,NHCDP3,NHCDP4,NHCDP4A,NHCDP4B,NHCDP5,NHCDP6,NHCDP6A,NHCDP6B,NHCDP7,NHCDP7A,NHCDP10,NHCDP10A,NHCDP11,NHCDP11B,NHCDP13,NHCDP15,NHCDP17,NHCDP17A,NHCDP18,NHCDP18B,NHCDP20,NHCDP21,NHCDP23,NHCDP23B,NHCDP24,NHCDP25,NHCDP25A,NHCDP26,NHCDP26A,NHCDP27,NHCDP27B,NHCDP29,NHCDP29B,NHCDP30A,NHCDP30B,NHCDP31,NHCDP32,NHCDP32B,ORDEN.E,NPCEP4,NPCEP5,NPCEP6,NPCEP7,NPCEP8A,NPCEP9,NPCEP9A,NPCEP9B,NPCEP10,NPCEP11A,NPCEP11AA,NPCEP11AB,NPCEP11AC,NPCEP11,NPCEP13,NPCEP13A,NPCEP13B,NPCEP13C,NPCEP15,NPCEP16A1,NPCEP16AA,NPCEP16AB,NPCEP16B1,NPCEP18,NPCEP19,NPCEP21,NPCEP21A,NPCEP22,NPCEP22A,NPCEP24,NPCEP24A,NPCEP25,NPCEP25A,NPCEP26,NPCEP5A,ORDEN.F,NPCFP2,NPCFP3,NPCFP5,NPCFP7,NPCFP8,NPCFP8A,NPCFP9,NPCFP11,NPCFP11A,NPCFP12,NPCFP14A,NPCFP14B,NPCFP14D,NPCFP14E,NPCFP14J,NPCFP15,NPCFP16,NPCFP18,NPCFP19,NPCFP20,NPCFP22,NPCFP23,NPCFP24,NPCFP24A,NPCFP24B,NPCFP26,NPCFP26A,NPCFP27,NPCFP29,NPCFP30,NPCFP32,NPCFP33A,NPCFP33AA,NPCFP33B,NPCFP33BA,NPCFP33C,NPCFP33CA,NPCFP33DA,NPCFP33E,NPCFP33EA,NPCFP33FA,NPCFP34,NPCFP35A,NPCFP35AA,NPCFP35BA,NPCFP36,NPCFP37,NPCFP39,NPCFP39A,NPCFP40A,NPCFP40B,NPCFP40C,NPCFP40D,NPCFP40E,NPCFP40F,NPCFP40,NPCFP42,NPCFP43A,NPCFP44,NPCFP45,ORDEN.G,ORDEN.H,NPCHP2,NPCHP3,NPCHP4,NPCHP4A,NPCHP5,NPCHP6,NPCHP6A,NPCHP7,NPCHP10,NPCHP10A,NPCHP11,NPCHP11A,NPCHP12,NPCHP13A,NPCHP13B,NPCHP14,NPCHP15A,NPCHP15B,NPCHP16,NPCHP17,NPCHP19B,NPCHP20,NPCHP20A,NPCHP20B,NPCHP21A,NPCHP21AA,NPCHP21B,NPCHP21BA,NPCHP21CA,NPCHP22,NPCHP22A,NPCHP23,NPCHP23A,NPCHP24AA,NPCHP24AB,NPCHP24BA,NPCHP24BB,NPCHP28A,NPCHP28B,NPCHP31AA,NPCHP31AB,NPCHP31BA,NPCHP31BB,NPCHP31CA,NPCHP31CB,NPCHP31DA,NPCHP31DB,NPCHP31EA,NPCHP31EB,NPCHP31FA,NPCHP31FB,NPCHP32,NPCHP32A,NPCHP33,NPCHP34,NPCHP34A,NPCHP35A,NPCHP35C,NPCHP35E,NPCHP35I
3391,230464,2304641,23046411,22NOV2017:00:00:00,11001,81.026.583.982,TEUSAQUILLO,107.0,13.0,2,1.0,1,1,1,4,2.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,,2.0,"4,00E+08",1978.0,,1400000,,2,1.0,1,280000,,2,3,2,2,,2.0,,,,2.0,2.0,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1.0,1.0,1.0,1.0,,2,,1,1.0,0.0,5.0,8.0,10,20,5,3,3,3,20,15,5,3,5,1,74700,2.0,1.0,1,74516,2.0,1.0,1,28050,2.0,1.0,2.0,,2.0,,39000,1.0,2.0,1,2.0,,27660,1.0,1.0,1,30000,1.0,1,1,1.0,1,1.0,1,1.0,43000,1.0,,,1.0,30000,1.0,1,40,1,1,4.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,2.0,,1,2.0,,,2.0,1,1,1.0,,220000,2.0,2.0,,30.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,1,,2,,2,,2,,,2,,,40000,2,,,1.0,,,,,,2.0,2.0,2.0,2.0,,,,,,,1.0,2.0,,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,30.0,12.0,,,4.0,0.0,3.0,2.0,,,,,,2.0,2.0,2.0,2.0
3392,230471,2304711,23047113,07NOV2017:00:00:00,11001,12.727.725.062,SAN CRISTOBAL,33.0,4.0,4,1.0,1,2,1,2,,1,2,2,2,2,1,3.0,3.0,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,1.0,"6,00E+08",1980.0,,"7,00E+05",,2,1.0,3,,,3,5,2,2,,2.0,,,,2.0,2.0,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1.0,0.0,1.0,1.0,,2,,2,,,10.0,10.0,8,15,5,5,5,5,5,15,20,10,10,1,60000,2.0,2.0,1,20000,2.0,2.0,1,18000,2.0,2.0,2.0,,2.0,,52000,2.0,2.0,1,2.0,,50000,2.0,1.0,1,30000,2.0,1,1,1.0,2,,1,2.0,55000,2.0,2.0,1.0,1.0,35000,2.0,3,28,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,2.0,1,3,1.0,,,2.0,2.0,,45.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,3.0,,,,,,,1.0,2.0,2.0,,,,1.0,1.0,,3.0,2.0,6.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,15.0,8.0,38.0,16.0,,,2.0,15.0,2.0,0.0,,,,,,2.0,2.0,2.0,2.0
3393,230545,2305451,23054513,14NOV2017:00:00:00,11001,22.705.669.882,SANTA FE,96.0,3.0,1,,2,2,1,1,,2,1,1,1,2,1,2.0,3.0,6,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,,1.0,3.5e+07,1990.0,,"5,00E+05",,2,3.0,3,,,4,4,3,3,,2.0,,,,1.0,1.0,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,1,1.0,1,1.0,1.0,10.0,10.0,10,30,5,5,15,30,10,30,30,30,40,3,,,,3,,,,3,,,,,,2.0,,31000,2.0,2.0,1,2.0,,20000,2.0,1.0,2,,,2,2,,2,,2,,,,1.0,2.0,,,,3,27,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,2.0,1,3,1.0,,92000,2.0,3.0,5.0,30.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,1.0,,,,,,,1.0,2.0,2.0,,,,1.0,1.0,,3.0,1.0,,,,,5.0,2.0,2.0,,,,,1.0,,,,,,,,45.0,2.0,,,1.0,71000,1.0,"2,00E+05",,1.0,"1,00E+05",2.0,,,,,,,,26.0,0.0,26.0,16.0,35.0,14.0,2.0,0.0,20.0,2.0,10.0,5.0,,,,,,2.0,2.0,2.0,2.0
3394,230705,2307051,23070512,22NOV2017:00:00:00,11001,34.689.392.049,ANTONIO NARIÑO,38.0,15.0,4,2.0,1,2,1,2,,1,1,1,2,2,2,3.0,3.0,6,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,,,,,,,"8,00E+05",2,3.0,3,,,5,3,2,0,,3.0,60000,,,1.0,1.0,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,,,,,,2,,1,3.0,2.0,15.0,5.0,5,5,10,10,10,5,5,5,6,30,30,2,,,,2,,,,2,,,,,,,,,,2.0,2,,,,,,1,,,1,2,,2,,1,2.0,40000,2.0,1.0,2.0,,,,2,62,2,2,2.0,1.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,99.0,,2,,99.0,,1.0,2,2,3.0,,,2.0,3.0,1.0,30.0,,,3,1,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,1.0,2.0,,2.0,2.0,,1.0,2.0,2.0,,,,,,,2.0,2.0,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,40.0,14.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3395,230708,2307081,23070811,23NOV2017:00:00:00,11001,21.142.873.099,ANTONIO NARIÑO,38.0,15.0,4,1.0,2,2,1,2,,2,2,2,2,2,1,3.0,3.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,"4,00E+05",2,1.0,3,,,2,2,1,1,,2.0,,,,1.0,1.0,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,2,,2,,,15.0,8.0,8,50,16,10,5,20,20,35,20,10,30,1,30000,2.0,2.0,1,26000,2.0,2.0,2,,,,2.0,,2.0,,80000,2.0,2.0,1,2.0,,34000,2.0,1.0,1,25000,2.0,2,2,,2,,2,,,,,,1.0,45000,2.0,1,61,1,1,6.0,2.0,3,52.0,52001.0,1.0,2,52.0,52001.0,,2,2.0,,,,,1.0,,,,,,2,,2.0,,3,,2.0,,2.0,1,1,,,,,,,,,,3,2,2,2,2,2,3,2,,,,2.0,3.0,5.0,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,1.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1.0,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,40.0,16.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3396,230993,2309931,23099315,17NOV2017:00:00:00,11001,22.613.297.271,FONTIBON,77.0,9.0,2,1.0,1,1,1,2,,2,2,2,2,2,1,2.0,3.0,4,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,"4,00E+05",1.0,1.1e+08,2009.0,,"8,00E+05",,2,4.0,1,39000,,5,3,2,2,,2.0,,,,2.0,2.0,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,,,,,,2,,2,,,3.0,3.0,3,10,7,5,5,15,15,90,45,15,20,1,45850,2.0,1.0,1,46028,2.0,1.0,1,16000,2.0,1.0,2.0,,2.0,,45020,1.0,2.0,1,2.0,,13330,2.0,1.0,1,117000,2.0,2,1,1.0,2,,1,2.0,117000,2.0,,,1.0,117000,2.0,5,3,2,3,,,2,,,1.0,1,,,,1,,,,,,,,,,,,1,1.0,,,1,2.0,,,,2,5,1.0,,,2.0,2.0,,60.0,,,1,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,6000,2,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,231025,2310251,23102512,09NOV2017:00:00:00,11001,49.422.005.502,KENNEDY,44.0,8.0,2,1.0,1,1,1,9,1.0,2,2,2,2,2,2,3.0,3.0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"1,00E+06",1.0,2.4e+08,2014.0,1.6e+08,"7,00E+05",,2,1.0,1,120000,,4,4,3,3,,2.0,,,,2.0,2.0,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1.0,0.0,1.0,1.0,,1,1.0,1,4.0,0.0,5.0,5.0,5,60,10,5,5,8,15,45,20,10,40,1,75000,2.0,2.0,1,0,,,1,0,,,2.0,,2.0,,30000,2.0,2.0,1,2.0,,15000,2.0,1.0,1,40000,2.0,2,1,1.0,2,,1,2.0,40000,2.0,,,1.0,40000,2.0,2,32,2,2,2.0,1.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,6.0,,2,,6.0,,1.0,2,2,1.0,,120000,2.0,2.0,,20.0,80000,1.0,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,60000,2,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,26.0,,,,2.0,2.0,2.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,0.0,0.0,40.0,24.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3398,231055,2310551,23105514,18NOV2017:00:00:00,11001,494.011.097,KENNEDY,44.0,8.0,2,1.0,1,1,1,2,,2,2,2,2,2,1,3.0,3.0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,"7,00E+05",2,3.0,2,,,4,4,3,3,,2.0,,,,2.0,2.0,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1.0,0.0,1.0,1.0,,2,,1,3.0,0.0,10.0,5.0,5,15,5,6,5,15,20,30,15,15,15,1,40000,2.0,2.0,1,36000,2.0,2.0,1,36000,2.0,2.0,2.0,,2.0,,46000,2.0,2.0,1,2.0,,56000,2.0,1.0,1,26000,2.0,2,1,1.0,2,,1,2.0,60000,2.0,,,1.0,26000,2.0,4,16,2,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,,2,4,1.0,,,2.0,2.0,,20.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,1,20000,2,,2,,,2,,,50000,2,,,1.0,,,,2.0,,,2.0,2.0,2.0,2.0,,,2.0,,,4.0,1.0,,,,,4.0,11.0,,1.0,450000,1.0,191000,2.0,,,10.0,,"3,11001E+11",,4.0,120.0,2.0,,,1.0,350000,1.0,"4,00E+05",,2.0,,2.0,,,,,,,,0.0,2.0,0.0,0.0,35.0,16.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,2.0,,,,,,,
3399,231070,2310701,23107011,20OCT2017:00:00:00,25269,36.938.957.849,,,,2,2.0,1,2,1,1,,2,1,2,2,1,1,1.0,3.0,6,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,,1.0,"1,00E+08",1996.0,,"5,00E+05",,2,4.0,3,,,5,4,4,4,,2.0,,,,1.0,1.0,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,2,,2,,,,,3,10,20,5,10,45,20,50,50,20,30,1,11215,2.0,1.0,1,5535,2.0,1.0,1,18370,2.0,1.0,2.0,,2.0,,250000,1.0,1.0,1,2.0,,51360,1.0,1.0,2,,,1,1,2.0,2,,1,2.0,45472,1.0,,,1.0,25000,2.0,1,70,1,1,6.0,2.0,3,25.0,25040.0,1.0,2,25.0,25040.0,,2,2.0,,,,,1.0,,,,,,3,,10.0,,3,,10.0,,2.0,1,1,3.0,,,2.0,4.0,2.0,20.0,,,3,1,1,2,1,2,1,2,,,,,,,,,2,,,,2,,1,0,2,,2,,,2,,,12700,2,,,4.0,1.0,,,,,2.0,1.0,2.0,1.0,,,,,,,1.0,2.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,0.0,0.0,25.0,10.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3400,231091,2310911,23109112,29OCT2017:00:00:00,25269,31.387.587.317,,,,4,2.0,1,2,1,2,,2,2,2,2,2,2,2.0,3.0,4,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,3,,,,,,,"4,00E+05",1,,3,,,2,4,1,1,,2.0,,,,1.0,1.0,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,,,,,,2,,1,2.0,1.0,,,30,30,15,5,10,20,15,5,99,99,25,1,150000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,18000,2.0,2.0,1,2.0,,8452,1.0,1.0,1,120000,2.0,2,2,,2,,1,1.0,98,,1.0,2.0,,,,2,20,2,2,6.0,1.0,3,11.0,11001.0,1.0,2,11.0,11001.0,,2,3.0,11.0,11001.0,,4.0,,,,,,,2,,99.0,,2,,4.0,,1.0,2,2,1.0,,43149,2.0,3.0,2.0,25.0,,,3,2,2,2,2,1,1,2,,,,,,,,,2,,,,2,,2,,1,2900,2,,,2,,,2900,2,,,4.0,1.0,,,1.0,,,2.0,2.0,2.0,2.0,,,1.0,1.0,,2.0,2.0,1.0,7.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,35.0,14.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3401,231162,2311621,23116212,18NOV2017:00:00:00,25320,833.699.207,,,,4,1.0,1,2,1,1,,1,1,1,1,1,1,1.0,2.0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1.0,1.1e+08,1997.0,,320000,,2,1.0,3,,,2,4,1,0,,2.0,,,,1.0,1.0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,2,,1,1.0,1.0,,,10,10,5,3,10,20,20,8,7,20,20,1,26368,2.0,1.0,1,12957,2.0,1.0,1,11190,2.0,1.0,2.0,,2.0,,44160,1.0,1.0,1,2.0,,16000,1.0,2.0,2,,,2,2,,2,,2,,,,,,,,,2,78,2,2,2.0,1.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,10.0,,3,,10.0,,1.0,2,2,3.0,,,2.0,2.0,,20.0,,,3,2,2,2,2,2,1,2,,,,1.0,2.0,1.0,1.0,,2,,,,2,,1,0,2,,2,,,2,,,0,1,"6,00E+05",,4.0,1.0,,,2.0,2.0,,1.0,2.0,2.0,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,48.0,16.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3402,231178,2311781,23117811,20NOV2017:00:00:00,25320,79.714.776.087,,,,3,3.0,1,2,2,1,,1,1,1,1,2,1,2.0,2.0,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,1.0,"1,00E+08",2002.0,,"2,00E+05",,2,2.0,3,,,1,4,1,1,,2.0,,,,1.0,1.0,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,2,,2,,,,,30,30,30,30,40,40,40,40,40,99,30,1,13000,2.0,1.0,1,12000,2.0,1.0,1,13000,2.0,1.0,2.0,,2.0,,16000,1.0,2.0,1,2.0,,8000,2.0,2.0,2,,,2,2,,2,,2,,,,,,1.0,20000,2.0,1,70,2,1,5.0,,3,68.0,68861.0,1.0,2,68.0,68861.0,,2,2.0,,,,,1.0,,,,,,2,,99.0,,3,,99.0,,1.0,2,1,3.0,,,2.0,2.0,,25.0,,,4,1,1,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,1.0,,,2.0,2.0,,2.0,2.0,2.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,7.0,0.0,0.0,40.0,16.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3403,231188,2311881,23118817,20NOV2017:00:00:00,25320,64.701.441.275,,,,1,,1,2,1,1,,2,1,2,2,2,1,2.0,2.0,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,,1.0,"7,00E+07",1988.0,,"3,00E+05",,2,3.0,3,,,7,2,2,2,,2.0,,,,1.0,1.0,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,,,,,,1,1.0,1,3.0,2.0,,,30,30,2,1,30,45,45,45,60,99,30,1,60000,2.0,1.0,1,15000,2.0,2.0,1,14000,2.0,1.0,2.0,,2.0,,186000,2.0,2.0,1,2.0,,50000,2.0,1.0,2,,,2,1,1.0,2,,1,2.0,50000,2.0,,,1.0,20000,2.0,7,17,2,4,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,10.0,,2,,10.0,,,2,7,3.0,,,2.0,2.0,,38.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,2.0,,,,2.0,,,2.0,2.0,2.0,2.0,,,1.0,2.0,,7.0,1.0,,,,,3.0,7.0,,2.0,,2.0,,2.0,,,,,,1.0,4.0,38.0,2.0,,,2.0,,1.0,"1,00E+05",,2.0,,2.0,,,,,,,,0.0,7.0,0.0,0.0,40.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,,,,,,,,
3404,231268,2312681,23126811,17NOV2017:00:00:00,25214,54.389.888.549,,,,1,,2,2,2,2,,1,2,2,2,2,1,2.0,2.0,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,,,,,,,"4,00E+05",2,3.0,3,,,3,1,1,1,,2.0,,,10.0,1.0,1.0,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,2,,1,2.0,2.0,,,4,5,15,15,20,20,30,20,20,5,15,2,,,,2,,,,2,,,,,,,,,,2.0,1,,,,,1.0,2,,,2,2,,2,,2,,,,,,2.0,,,1,36,2,1,5.0,,3,11.0,11001.0,1.0,2,11.0,11001.0,,2,2.0,,,,,1.0,,,,,,1,3.0,,,2,,1.0,3.0,1.0,2,1,3.0,,,2.0,2.0,,25.0,,,2,2,1,2,2,1,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,5000,2,,,4.0,3.0,,,2.0,,,2.0,2.0,2.0,1.0,,34.0,,,,1.0,2.0,,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,35.0,16.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3405,231278,2312781,23127811,21NOV2017:00:00:00,25214,43.931.532.497,,,,2,1.0,1,2,1,1,,1,1,2,2,1,1,3.0,3.0,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,3,,,,,,,"1,00E+06",2,3.0,3,,,7,4,4,4,,3.0,65000,,5.0,2.0,2.0,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1.0,0.0,1.0,1.0,,2,,1,5.0,1.0,,,1,15,5,5,1,5,20,2,20,1,10,1,192000,2.0,1.0,1,28000,2.0,1.0,1,13000,2.0,1.0,2.0,,2.0,,64000,1.0,2.0,2,,,,,,1,41800,1.0,1,1,1.0,2,,1,2.0,95000,1.0,,,1.0,74000,1.0,1,69,1,1,2.0,2.0,3,25.0,25823.0,2.0,2,25.0,25823.0,,1,,,,,,1.0,,,,,,3,,10.0,,3,,10.0,,2.0,1,1,1.0,,,2.0,2.0,,2.0,,,3,2,1,1,1,1,1,2,,,,2.0,1.0,1.0,2.0,,2,,,,2,,1,2900,2,,2,,,1,25000,,0,2,,,4.0,2.0,,,,,2.0,1.0,2.0,2.0,,,,,,,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,40.0,16.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3406,231298,2312981,23129811,22NOV2017:00:00:00,25214,65.906.356.498,,,,4,2.0,2,2,2,1,,2,2,2,2,2,1,2.0,2.0,4,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1300000,1.0,"2,00E+08",2016.0,99,"1,00E+06",,2,1.0,3,,,3,3,2,2,,1.0,,3.0,6.0,2.0,1.0,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1.0,1.0,2.0,,,2,,1,3.0,2.0,,,5,5,15,10,10,10,20,10,20,10,10,1,99,,,1,99,,,1,99,,,2.0,,2.0,,35000,2.0,1.0,2,,,,,,2,,,2,1,1.0,2,,1,2.0,99,,,,1.0,20000,2.0,1,39,1,1,6.0,2.0,3,11.0,11001.0,1.0,2,11.0,11001.0,,2,2.0,,,,,2.0,,,4.0,,,2,,8.0,,2,,99.0,,2.0,1,1,1.0,,99,1.0,3.0,5.0,60.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,1,99,,2,,,0,1,"1,00E+05",,2.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,1.0,1.0,35.0,14.0,,,0.0,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,2.0
3407,231335,2313351,23133511,18NOV2017:00:00:00,25740,1.064.391.062,,,,4,1.0,1,2,1,2,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,4,,,,,,"3,00E+05",,1,,3,,,4,3,2,2,,2.0,,,,1.0,1.0,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,,,,,,2,,2,,,,,2,15,2,2,5,10,15,10,10,20,10,3,,,,3,,,,3,,,,,,2.0,,61000,1.0,2.0,1,,,,,1.0,2,,,2,2,,2,,2,,,,,,1.0,22000,1.0,1,29,1,1,2.0,2.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,4.0,,3,,4.0,,2.0,1,1,1.0,,45000,1.0,2.0,,30.0,,,3,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,6.0,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,5.0,2.0,35.0,20.0,,,6.0,5.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
